country,activity,attackdate,victim,group
,Not Found,2025-02-27 16:35:06.040837,KEELEWL.COM,clop
US,Not Found,2025-02-27 16:34:32.790302,KWIKGOAL.COM,clop
US,Consumer Services,2025-02-27 16:34:04.042055,KURTADLER.COM,clop
US,Consumer Services,2025-02-27 16:33:35.292672,KOLCRAFT.COM,clop
US,Transportation/Logistics,2025-02-27 16:33:06.113944,KOCHLOGISTICS.COM,clop
US,Manufacturing,2025-02-27 16:32:37.673923,KNFILTERS.COM,clop
DE,Not Found,2025-02-27 16:32:09.309201,KIRCHNERBEER.COM,clop
US,Consumer Services,2025-02-27 16:31:40.527523,KIKKERLAND.COM,clop
CA,Transportation/Logistics,2025-02-27 16:31:11.078458,KEELEWAREHOUSING.COM,clop
US,Transportation/Logistics,2025-02-27 16:30:42.583764,JDADELIVERS.COM,clop
JP,Not Found,2025-02-27 16:30:14.265002,JPWEST.COM,clop
,Not Found,2025-02-27 16:29:44.931999,JOHNPAULRICHARD.COM,clop
US,Not Found,2025-02-27 16:29:36.848744,JOBAR.COM,clop
US,Technology,2025-02-27 16:29:07.223404,JENNE.COM,clop
,Consumer Services,2025-02-27 16:28:36.909454,JAYAAPPARELGROUP.COM,clop
CO,Not Found,2025-02-27 16:28:29.758421,IDPE.CO,clop
MX,Manufacturing,2025-02-27 16:28:00.647195,IUSA.MX,clop
GB,Not Found,2025-02-27 16:27:32.094034,ID-GP.COM,clop
MX,Technology,2025-02-27 16:27:04.403867,INNOVADOR.COM.MX,clop
MX,Technology,2025-02-27 16:26:34.952681,INTERFACTURA.COM,clop
DE,Technology,2025-02-27 16:26:02.152708,INTERCHARGE.DE,clop
US,Technology,2025-02-27 16:25:32.929375,INTELEKTECHNOLOGIES.COM,clop
US,Technology,2025-02-27 16:24:58.937893,INNOVSYS.COM,clop
MX,Consumer Services,2025-02-27 16:24:29.698476,HOMEDEPOT.COM.MX,clop
US,Consumer Services,2025-02-27 16:08:58.939161,UNITEDLEGWEAR.COM,clop
DE,Technology,2025-02-27 16:07:26.346590,PHONONET.DE,clop
DE,Transportation/Logistics,2025-02-27 16:05:53.356438,THERMOTRAFFIC.COM,clop
US,Not Found,2025-02-27 16:03:01.639215,ARCHIVE10,clop
US,Manufacturing,2025-02-27 00:00:00.000000,Mercury Paper Inc,akira
US,Not Found,2025-02-27 10:31:58.000000,teamwass.com,ransomhub
US,Manufacturing,2025-02-27 14:18:38.000000,www.nasonptc.com,ransomhub
US,Financial Services,2025-02-27 14:35:57.862762,"Donna G. Rogers, CPA, P.A.",RunSomeWares
TH,Manufacturing,2025-02-27 14:34:48.065999,"Thai Metal Aluminium Co., Ltd",RunSomeWares
US,Financial Services,2025-01-01 00:00:00.000000,"F&V Capital Management, LLC (FVCM)",RunSomeWares
,Not Found,2024-06-22 00:00:00.000000,Gilbert,RunSomeWares
US,Consumer Services,2025-02-27 00:00:00.000000,Sterling BMW,akira
DE,Transportation/Logistics,2025-02-27 00:00:00.000000,Autohaus Kießling,akira
BR,Not Found,2024-12-10 00:00:00.000000,jtu.com.br,lockbit3
DK,Not Found,2025-02-27 00:00:00.000000,Soco systems,qilin
AT,Healthcare,2025-02-27 07:54:51.810000,Biogena GmbH & Co KG,lynx
US,Not Found,2025-02-05 00:00:00.000000,3cBSI,play
US,Consumer Services,2025-02-16 00:00:00.000000,Finck Cigar,play
US,Manufacturing,2025-02-26 13:31:27.000000,www.envirolabsinc.com,ransomhub
US,Not Found,2025-02-26 13:33:20.000000,www.kppm.com,ransomhub
,Technology,2025-02-26 00:00:00.000000,"Gitlabs: Synelixis Solutions, INGV, VMO Holdings",fog
CN,Technology,2025-02-08 00:00:00.000000,Nationz Technologies Inc.,ransomhouse
CA,Not Found,2025-01-31 00:00:00.000000,Story Environmental,play
US,Financial Services,2025-02-12 00:00:00.000000,Muller Insurance,play
US,Technology,2025-02-06 00:00:00.000000,caltrol.com,cactus
US,Healthcare,2025-02-26 13:28:07.000000,www.newburghhealthcarecenter.com,ransomhub
US,Consumer Services,2025-02-26 18:17:38.000000,Kendall Auto Group,hunters
CA,Not Found,2025-02-26 13:44:36.000000,www.obrienavocats.qc.ca,ransomhub
CL,Not Found,2025-01-31 00:00:00.000000,www.cmsg.cl,ransomhub
US,Construction,2025-02-23 00:00:00.000000,www.amerasphalt.com,ransomhub
US,Transportation/Logistics,2025-02-13 00:00:00.000000,www.emeryair.net,ransomhub
SG,Manufacturing,2025-02-04 00:00:00.000000,Omni United,hunters
US,Manufacturing,2025-01-30 00:00:00.000000,holtcat.com,cactus
US,Agriculture and Food Production,2025-02-06 00:00:00.000000,alphabaking.com,cactus
PE,Agriculture and Food Production,2025-02-26 00:00:00.000000,Chimu Agropecuaria S.A.,akira
CA,Not Found,2025-02-26 00:00:00.000000,Sound Ideas,qilin
US,Manufacturing,2024-12-24 00:00:00.000000,powelltool.com,lynx
US,Not Found,2025-02-26 00:00:00.000000,Surface 678,qilin
US,Manufacturing,2024-12-17 00:00:00.000000,ITU AbsorbTech,lynx
,Business Services,2025-02-25 00:00:00.000000,Benjamin Consulting Services,cicada3301
GB,Financial Services,2025-02-19 00:19:52.000000,London Belgravia,termite
GB,Business Services,2025-02-19 00:44:45.000000,National Legal Service,termite
GB,Business Services,2025-02-19 00:47:26.000000,Rooks Rider Solicitors,termite
CA,Not Found,2025-02-19 00:49:09.000000,Arcandco,termite
AU,Technology,2025-02-24 21:32:50.875000,Genea,termite
US,Transportation/Logistics,2025-02-19 07:54:55.000000,welcompanies.com,ransomhub
US,Energy,2025-02-11 00:00:00.000000,Convert Solar,play
US,Not Found,2025-02-06 00:00:00.000000,Radco Industries,play
US,Manufacturing,2025-02-14 00:00:00.000000,Fairhaven Shipyard Companies,play
US,Business Services,2025-02-06 00:00:00.000000,Island Realty,play
US,Financial Services,2025-02-07 00:00:00.000000,First Federal Savings & Loan,play
US,Business Services,2025-02-25 22:30:05.040758,ALCOTT HR GROUP,play
US,Transportation/Logistics,2025-02-25 21:50:00.568737,National AirVibrator,akira
MX,Manufacturing,2025-02-25 18:01:41.000000,Vermeer Mexico,hunters
US,Not Found,2025-02-24 16:22:18.000000,Aurora Boardworks,medusa
US,Healthcare,2025-02-24 16:23:31.000000,Heartland Health Center,medusa
US,Education,2025-02-24 16:28:57.000000,Laurens School District 56,medusa
US,Public Sector,2025-02-24 18:13:21.000000,Mundelein Park & Recreation District,medusa
US,Not Found,2025-02-25 18:43:44.000000,Friendship House,medusa
US,Not Found,2025-02-25 18:57:58.076789,"The Siegel Group, Inc.",interlock
CA,Not Found,2025-01-31 00:00:00.000000,megamtls.com,incransom
US,Technology,2025-02-17 00:00:00.000000,bluedge.com,cactus
US,Not Found,2025-02-25 11:17:48.000000,www.avalon-hotel.com,ransomhub
,Not Found,2025-02-12 00:00:00.000000,www.rgb.com,ransomhub
US,Education,2025-02-25 11:23:59.000000,www.wpisd.com,ransomhub
CA,Consumer Services,2025-02-17 00:00:00.000000,www.ateliermonarque.com,ransomhub
CR,Not Found,2025-02-18 00:00:00.000000,www.confabca.com,ransomhub
NZ,Not Found,2025-02-25 13:57:14.000000,hgmlegal.com,ransomhub
US,Not Found,2025-02-25 17:12:13.432000,lifting.com,cactus
ID,Public Sector,2025-02-25 16:13:15.913240,tni.mil.id,apt73
MT,Financial Services,2025-02-25 00:00:00.000000,Merkanti Bank Ltd,akira
,Not Found,2025-02-25 15:21:10.538952,ba**********.org,cloak
US,Technology,2025-02-25 00:00:00.000000,MNJ Technologies Direct,akira
US,Financial Services,2025-02-23 00:00:00.000000,South Georgia Accounting Services,spacebears
US,Business Services,2025-02-24 15:34:44.655000,Dinizulu Law Group LTD,morpheus
US,Hospitality and Tourism,2025-02-25 13:47:15.710817,Old NationalEvents Plaza,akira
,Not Found,2025-02-25 00:00:00.000000,January 2025 results,akira
,Not Found,2025-02-24 12:14:16.467000,PPS Services Group,lynx
MX,Not Found,2025-02-25 11:46:00.000000,ossc.mx,lockbit3
BR,Not Found,2025-02-07 00:00:00.000000,essenzamovies.com.br,lockbit3
MX,Education,2025-02-11 00:00:00.000000,unila.edu.mx,lockbit3
BR,Technology,2025-02-20 14:24:25.014698,tequaly.com,embargo
JP,Agriculture and Food Production,2025-02-11 00:00:00.000000,Nichino Ryokka Co Ltd,hunters
AU,Healthcare,2025-02-25 07:47:59.725439,Pound Road Medical Centre,anubis
US,Healthcare,2025-02-25 07:46:51.696256,"Summit Home Health, INC.",anubis
PE,Not Found,2025-02-25 07:45:43.390601,Comercializadora S&E Perú,anubis
US,Business Services,2025-02-25 07:44:34.691940,First Defense Fire Protection,anubis
US,Business Services,2025-02-24 00:00:00.000000,Executive Agenda,cicada3301
US,Not Found,2025-02-24 00:00:00.000000,Birdsall Muller LLC,cicada3301
US,Not Found,2025-02-16 04:55:09.927000,acmefan.com,lynx
US,Financial Services,2025-02-09 00:00:00.000000,pacresmortgage.com,lynx
SG,Not Found,2025-02-20 10:22:00.082000,Xepa Soul,lynx
CA,Manufacturing,2025-02-22 07:15:11.000000,compactmould.com,ransomhub
,Healthcare,2025-02-24 20:50:23.402296,Mercy SupplyCollaborative,akira
GB,Consumer Services,2025-02-24 17:58:49.412472,thefireplacewarehouse.co.uk,kairos
US,Manufacturing,2025-02-24 00:00:00.000000,"Navien, Inc.",akira
,Not Found,2025-02-24 15:34:44.655000,DZL,morpheus
GB,Not Found,2025-02-24 14:42:10.000000,denbyco.co.uk,ransomhub
GB,Construction,2025-02-24 00:00:00.000000,Advantage Home Construction Insurance,akira
IN,Not Found,2025-01-20 00:00:00.000000,"[EVIDENCE] Aishu, Eshoo",ransomhouse
BE,Not Found,2025-02-24 00:00:00.000000,Cronos Europa,akira
AU,Manufacturing,2025-02-24 00:00:00.000000,Thornton EngineeringAustralia Pty Ltd,akira
US,Manufacturing,2025-02-24 11:26:31.506000,chfindustries.com,cactus
US,Consumer Services,2025-02-06 00:00:00.000000,aiibeauty.com,cactus
US,Consumer Services,2025-02-06 00:00:00.000000,formanmills.com,cactus
US,Agriculture and Food Production,2025-02-06 00:00:00.000000,amalgamatedsugar.com,cactus
IT,Manufacturing,2025-02-12 00:00:00.000000,everelgroup.com,cactus
CA,Not Found,2025-02-16 00:00:00.000000,regulvar.com,cactus
CA,Transportation/Logistics,2025-02-24 00:00:00.000000,Metro Supply Chain Group.,qilin
US,Manufacturing,2025-02-16 13:51:11.008000,Geokon,lynx
SG,Not Found,2025-02-21 18:22:11.305000,Planet One,lynx
FR,Not Found,2025-01-16 00:00:00.000000,IDEA Expertises,lynx
DE,Manufacturing,2025-02-08 00:00:00.000000,Stürmer Maschinen,lynx
US,Technology,2025-01-30 00:00:00.000000,electrocraft.com,cactus
US,Financial Services,2025-02-06 00:00:00.000000,associatedasset.com,cactus
US,Manufacturing,2025-02-06 00:00:00.000000,grede.com,cactus
US,Construction,2025-02-24 11:05:44.347000,branchgroup.com,cactus
US,Transportation/Logistics,2025-02-06 00:00:00.000000,pace-usa.com,cactus
US,Manufacturing,2025-02-06 00:00:00.000000,steelwarehouse.com,cactus
,Consumer Services,2025-02-23 00:00:00.000000,Johnson's Nursery,cicada3301
US,Manufacturing,2025-02-23 18:09:14.000000,www.famcomachine.com,ransomhub
JP,Technology,2025-02-23 00:00:00.000000,"Digital Technology Co., Ltd.",cicada3301
US,Business Services,2025-02-23 00:00:00.000000,"Goldstein Law Group, S.C.",cicada3301
US,Business Services,2025-02-23 00:00:00.000000,Northern Management,cicada3301
US,Education,2025-02-23 00:00:00.000000,The Northwestern Illinois Association,cicada3301
EC,Technology,2025-02-23 00:00:00.000000,Bayteq,fog
ES,Technology,2025-02-23 00:00:00.000000,WDNA,fog
AU,Technology,2025-02-23 00:00:00.000000,Naphix,fog
,,2025-02-23 00:00:00.000000,"Gitlabs: Naphix, WDNA, Bayteq",fog
EG,Not Found,2025-02-23 17:23:33.583222,Shaghalni,killsec
US,Technology,2025-02-23 17:21:49.687853,"BluAgent Technologies, Inc",killsec
US,Education,2025-02-23 17:20:10.628138,Novi Community School District,killsec
GB,Not Found,2025-02-23 17:18:22.319687,G&M Direct Hire,killsec
ES,Transportation/Logistics,2025-02-18 15:11:01.000000,ondaralogistica.com,ransomhub
GB,Public Sector,2025-02-21 14:35:29.000000,Metropolitan Borough of Gateshead,medusa
US,Energy,2025-02-21 14:35:54.000000,Martin Energy Group Services,medusa
US,Construction,2025-02-21 14:36:22.000000,G&S Electric LLC,medusa
US,Public Sector,2025-02-21 14:36:55.000000,Benton Police Department,medusa
SA,Construction,2025-02-14 12:08:39.370255,Al Bawani,dragonforce
NZ,Not Found,2025-02-21 15:24:20.275387,Tristram European,dragonforce
EG,Not Found,2025-02-22 17:15:41.000000,SPEED Co,hunters
ES,Business Services,2025-02-22 16:58:44.000000,CCOO Servicios,hunters
US,Consumer Services,2025-02-22 15:06:42.135580,Peter Glenn Ski Sport,rhysida
US,Agriculture and Food Production,2025-01-22 00:00:00.000000,evergreenpnw.com,incransom
,Business Services,2024-05-30 17:14:54.191144,Excel Security,lynx
US,Manufacturing,2025-02-13 10:46:00.000000,alleghenybradford.com,ransomhub
US,Transportation/Logistics,2025-01-31 00:00:00.000000,teamsters175.org,incransom
CA,Manufacturing,2025-02-17 13:07:33.832000,Vvf Ilinois Services,lynx
GB,Manufacturing,2025-02-21 15:45:28.000000,www.electro-fusion.com,ransomhub
US,Healthcare,2025-02-15 00:00:00.000000,www.midwestvascular.net,ransomhub
CA,Financial Services,2025-02-15 00:00:00.000000,www.witheyaddison.com,ransomhub
US,Business Services,2025-02-17 00:00:00.000000,www.nola-law.com,ransomhub
SG,Not Found,2025-01-16 00:00:00.000000,planetone-asia.com,lynx
US,Financial Services,2025-02-04 00:00:00.000000,Luminus Management,akira
US,Hospitality and Tourism,2025-02-21 16:19:48.006366,Siegel Group,interlock
DE,Technology,2025-02-21 00:00:00.000000,Insyst GmbH,akira
FR,Education,2025-02-21 12:12:50.000000,guadeloupeformation.com,ransomhub
US,Not Found,2025-02-21 12:22:53.000000,headcount.com,ransomhub
IN,Manufacturing,2025-02-21 12:31:33.000000,jindalgroup.com,ransomhub
US,Not Found,2025-02-03 00:00:00.000000,statesideseattle.com,incransom
NA,Telecommunication,2025-02-21 00:00:00.000000,Paratus,akira
US,Real Estate,2025-02-21 00:00:00.000000,Barhite & Holzinger Inc.,akira
FR,Not Found,2025-02-18 00:00:00.000000,l.warsemann.fr,qilin
EC,Energy,2025-02-13 00:00:00.000000,www.elecgalapagos.com.ec,ransomhub
,Business Services,2025-02-21 09:41:09.000000,www.fla-esq.com,ransomhub
US,"Real Estate is not on the list you provided. Therefore, the answer would be ""Not Found"".",2025-02-06 00:00:00.000000,www.saracenproperties.com,ransomhub
US,Consumer Services,2025-02-21 00:00:00.000000,"Crossroads Trading Company, Inc",qilin
US,Technology,2025-02-15 00:00:00.000000,(kc2) geokon.com,lynx
PW,Healthcare,2025-02-13 00:00:00.000000,palauhealth,qilin
MX,Healthcare,2025-02-20 20:58:14.917037,Medical File,killsec
US,Business Services,2025-01-09 00:00:00.000000,conduent.com,safepay
US,Technology,2025-02-17 21:10:03.000000,eaglepost.com,ransomhub
CO,Not Found,2025-02-18 18:21:13.000000,gilcar.co,ransomhub
,Not Found,2025-02-20 11:17:34.000000,www.okddsi.net,ransomhub
US,Agriculture and Food Production,2025-01-21 00:00:00.000000,newhorizonsbaking.com,cactus
US,Healthcare,2024-12-29 00:00:00.000000,Andover Family Medicine,qilin
US,Not Found,2025-02-20 16:23:42.004705,Waggonereng.com,cloak
,Not Found,2025-02-20 16:23:20.033315,op*********.eu,cloak
DE,Not Found,2025-02-20 16:23:17.880166,wr********.de,cloak
DE,Not Found,2025-02-20 16:23:15.762153,pen********.de,cloak
US,Not Found,2025-02-20 16:23:13.661576,oa*************.us,cloak
US,Agriculture and Food Production,2025-02-20 00:00:00.000000,Nebraska Irrigation,akira
BR,Technology,2025-02-20 00:00:00.000000,Mac Jee,akira
IT,Technology,2025-02-14 00:00:00.000000,www.selt-sistemi.com,kraken
US,Agriculture and Food Production,2025-01-10 00:00:00.000000,californiaclingpeaches.com,incransom
US,Healthcare,2025-02-20 00:00:00.000000,Minaris Medical America,akira
US,Business Services,2024-12-20 00:00:00.000000,Access2Jobs,qilin
US,Business Services,2025-02-20 00:00:00.000000,"Berg Engineering Consultants, Ltd.",akira
US,Technology,2025-02-13 00:00:00.000000,www.pransystems.com,ransomhub
US,Healthcare,2025-02-10 00:00:00.000000,www.phdental.com,ransomhub
US,Education,2025-02-07 00:00:00.000000,www.riverdale.edu,ransomhub
US,Manufacturing,2025-02-20 08:58:48.000000,M-1 TOOLWORKS,apos
,Healthcare,2025-02-17 07:10:13.000000,Robinson Family Dentistry,medusa
US,Not Found,2025-02-17 07:10:49.000000,Crager LaBorde,medusa
GB,Healthcare,2025-02-18 15:50:29.000000,HCRG Care Group,medusa
US,Technology,2025-02-20 02:26:18.634000,ehdd.com,incransom
GB,Transportation/Logistics,2025-02-19 23:17:46.000000,Ligentia,termite
AE,Technology,2025-02-19 22:25:59.386032,rossmanmedia.ae,funksec
BG,Public Sector,2025-01-27 00:00:00.000000,Supreme Administrative Court of Bulgaria,ransomhouse
ES,Not Found,2025-02-19 00:00:00.000000,Ondunova,akira
DE,Not Found,2025-02-10 00:00:00.000000,ziese.net,safepay
,Not Found,2025-01-30 00:00:00.000000,rwrhine.com,safepay
BE,Healthcare,2025-02-12 00:00:00.000000,foyernotredamedepaix.be,safepay
US,Transportation/Logistics,2025-01-24 00:00:00.000000,fastrans.com,safepay
DE,Manufacturing,2025-02-19 00:00:00.000000,Südkabel GmbH,akira
DE,Education,2023-09-28 09:22:42.123456,Hochschule,fog
FR,Technology,2025-02-19 00:00:00.000000,VISEO,fog
ID,Technology,2025-02-19 00:00:00.000000,Next TI,fog
US,Healthcare,2025-02-19 14:51:44.080233,Alabama Ophthalmology Associates,bianlian
US,Not Found,2025-02-19 13:27:37.931537,DR.Claims FL LLC,killsec
IN,Business Services,2025-02-19 13:25:35.838957,EzyLegal,killsec
US,Not Found,2025-02-19 00:00:00.000000,"Vector Engineering, Inc",akira
US,Business Services,2025-02-19 00:00:00.000000,Hall Law Group LLP,akira
US,Consumer Services,2025-02-18 23:22:14.000000,haleycomfort.com,ransomhub
DE,,2025-02-19 00:00:00.000000,DBK,qilin
US,Hospitality and Tourism,2025-02-19 00:00:00.000000,Haggin Oaks Golf (hagginoaks.com),fog
,Business Services,2025-02-19 00:00:00.000000,traffic-advertising-llc,qilin
,Healthcare,2025-02-19 00:00:00.000000,dr-elizabeth-bjornson,qilin
ZM,Public Sector,2025-02-12 00:00:00.000000,Eservices.gov.zm,flocker
US,Healthcare,2025-02-19 00:00:00.000000,lake-washington-vascular,qilin
,,2025-02-19 00:00:00.000000,"Gitlabs: Next TI, VISEO, Hochschule Trier",fog
US,Technology,2025-01-29 17:00:09.000000,h2o.ai,linkc
CA,Financial Services,2025-02-19 06:02:29.158276,BeniPlus,killsec
GB,Not Found,2025-02-19 06:00:46.582216,Brolly,killsec
,Not Found,2024-06-26 16:53:47.000000,Revi,killsec
US,Education,2025-02-19 05:57:27.360002,Help Me Grow Yolo,killsec
FI,Not Found,2025-02-19 05:55:44.536996,NimuSoft,killsec
IL,Consumer Services,2025-02-18 19:28:58.650282,footballticketnet.com,funksec
US,Manufacturing,2025-02-05 00:00:00.000000,uniekinc.com,cactus
US,Consumer Services,2025-01-16 00:00:00.000000,midwayimporting.com,cactus
US,Consumer Services,2025-01-15 00:00:00.000000,revitalash.com,cactus
US,Consumer Services,2025-02-03 00:00:00.000000,bestbrands.com,cactus
RO,Not Found,2025-02-07 12:23:42.227078,autogedal.ro,apt73
,Construction,2025-02-07 00:00:00.000000,www.mwmechanicalinc.com,ransomhub
,Healthcare,2025-02-02 00:00:00.000000,www.alphamedctr.com,ransomhub
US,Technology,2025-02-02 00:00:00.000000,www.ccttechnologies.com,ransomhub
US,Healthcare,2025-01-30 00:00:00.000000,www.copleystoughton.com,ransomhub
,Healthcare,2025-02-18 14:26:35.000000,www.macmed.com,ransomhub
US,Manufacturing,2025-02-18 00:00:00.000000,Decore-Ative Specialties,akira
US,Construction,2025-02-18 00:00:00.000000,Daniels Homes,akira
GB,Consumer Services,2025-02-18 00:00:00.000000,PREMIER HOUSEWARES LIMITED,akira
MY,Energy,2025-02-18 12:00:21.305000,Ranhill Bersekutu,lynx
IL,Technology,2024-12-30 00:00:00.000000,lavi.co.il,incransom
CA,Technology,2025-01-30 00:00:00.000000,pyasolutions.com,incransom
CA,Business Services,2025-02-18 08:04:40.065166,Buanderie Centrale de Montreal,rhysida
US,Financial Services,2025-02-14 17:20:45.847822,myhscu.com,embargo
PK,Healthcare,2025-02-17 19:54:02.000000,www.macter.com,ransomhub
US,Not Found,2025-02-17 21:45:58.003618,Cuna Supply,play
US,Business Services,2025-02-11 00:00:00.000000,The Townsley Law Firm Information,play
US,Agriculture and Food Production,2025-01-06 00:00:00.000000,Bushmans,play
US,Transportation/Logistics,2025-02-11 00:00:00.000000,"Inland Empire Distribution Systems, Inc.",play
US,Manufacturing,2025-01-27 00:00:00.000000,Wylie Steel Fabricators,play
US,Real Estate,2025-02-04 00:00:00.000000,Oxford Companies,play
US,Energy,2025-02-09 00:00:00.000000,Stage 3 Separation,play
CA,Not Found,2025-02-07 00:00:00.000000,Transkid,play
DE,Not Found,2025-01-28 00:00:00.000000,Rheinischer Sch,play
CA,Not Found,2025-01-22 00:00:00.000000,Startek Peglar & Calcagni,play
CA,Consumer Services,2025-02-06 00:00:00.000000,Weed Man Canada,play
US,Energy,2025-02-06 00:00:00.000000,Bulldog Oilfield Services,play
GB,Education,2025-02-17 19:26:30.807765,danecourt.kent.sch.uk,kairos
,Education,2025-02-17 19:24:53.680873,toitoiusa.com,kairos
DK,Transportation/Logistics,2025-02-17 14:50:45.000000,lekiaviation.com,ransomhub
AU,Transportation/Logistics,2025-02-17 14:59:10.000000,bisindustries.com,ransomhub
US,Manufacturing,2025-01-14 00:00:00.000000,kinseysinc.com,cactus
US,Manufacturing,2025-02-05 00:00:00.000000,steelerubber.com,cactus
US,Consumer Services,2025-02-05 00:00:00.000000,almostfamousclothing.com,cactus
US,Consumer Services,2025-02-17 16:34:53.008000,This entry has been removed following a request from the company.,cactus
US,Agriculture and Food Production,2025-02-05 00:00:00.000000,ssmcoop.com,cactus
BR,Not Found,2025-02-17 16:55:28.704430,hiway.com.br,funksec
SG,Not Found,2025-02-17 00:00:00.000000,Thong Sia,akira
CH,Manufacturing,2025-02-17 14:54:06.000000,Swissmem,hunters
US,Manufacturing,2025-01-03 00:00:00.000000,"Bulverde Glass, Inc.",qilin
SE,Manufacturing,2025-02-17 14:55:15.261000,Hisingstads Bleck,lynx
US,Business Services,2025-02-17 14:57:02.911000,Leadership Strategies,lynx
DE,Manufacturing,2024-12-20 00:00:00.000000,LINTEC & LINNHOFF Holdings,lynx
,Not Found,2025-02-17 14:05:02.884000,HRS_IDEA_Expertises,lynx
NL,Transportation/Logistics,2025-02-17 14:25:54.215000,Autoschade Pippel,lynx
SE,Not Found,2025-02-17 14:27:46.844000,Pedensia Graphics Distribution,lynx
SE,Not Found,2025-01-23 00:00:00.000000,Winbas,lynx
,Not Found,2025-02-17 14:51:38.481000,hamton,lynx
US,Education,2025-02-17 00:00:00.000000,Greencastle-Antrim Senior High School (gcasd.org),fog
US,Consumer Services,2025-02-17 00:00:00.000000,Woman's Athletic Club of Chicago,akira
GR,Not Found,2025-02-17 00:00:00.000000,P.N. Sakkoulas,akira
,Telecommunication,2025-02-17 12:14:46.363000,Allied Tenesis,lynx
,Financial Services,2025-02-17 00:00:00.000000,DA Capital,akira
IT,Healthcare,2025-02-14 00:00:00.000000,COSMED,akira
US,Healthcare,2025-02-17 09:52:46.715000,Persante Health Care,incransom
US,Healthcare,2025-02-05 15:46:04.000000,annegrady.org,embargo
DE,Not Found,2025-02-16 11:05:14.796895,Pamrya.de,fog
IN,Technology,2025-02-16 11:04:50.797603,QBurst,fog
RO,Not Found,2025-02-16 11:04:26.750605,Acqua development,fog
,,2025-02-16 00:00:00.000000,"Gitlabs: Acqua development, QBurst, Pamyra.de",fog
,Technology,2025-02-08 00:00:00.000000,Gpstech2007.com,flocker
,Not Found,2025-02-08 00:00:00.000000,Mervis.info,flocker
TW,Technology,2025-02-08 00:00:00.000000,Realtime.tw,flocker
AU,Education,2025-02-16 00:00:00.000000,A*u.edu.au,flocker
,Hospitality and Tourism,2025-02-15 18:59:36.000000,saulttribe.com/kewadin.com,ransomhub
AU,Manufacturing,2025-02-15 08:10:32.000000,www.rowetactical.com,ransomhub
TW,Technology,2025-02-15 08:13:09.000000,www.transcend-info.com,ransomhub
AE,Manufacturing,2025-01-30 00:00:00.000000,www.naga.ae,ransomhub
,Public Sector,2025-02-15 08:19:00.000000,www.cityoftarrant.com,ransomhub
US,Agriculture and Food Production,2025-02-07 00:00:00.000000,www.imgenterprises.com,ransomhub
US,Energy,2025-02-15 08:22:46.000000,www.solardatasystems.com,ransomhub
US,Manufacturing,2025-02-06 00:00:00.000000,www.310tempering.com,ransomhub
,Hospitality and Tourism,2025-02-12 00:00:00.000000,www.colacouronnelocations.com,ransomhub
TW,Manufacturing,2025-02-10 15:02:46.165000,Fortune Electric Co Ltd,lynx
US,Public Sector,2025-02-09 14:12:33.795000,Northeast Delta Human Services Authority,incransom
US,Public Sector,2025-02-09 14:58:36.221000,City of McKinney,incransom
US,Consumer Services,2025-01-23 00:00:00.000000,Empire Home Center,lynx
US,Manufacturing,2025-02-15 08:04:56.812237,halex.com,abyss
,Consumer Services,2025-01-31 09:53:14.513000,(M)Empire-home-center,lynx
US,Manufacturing,2025-02-05 00:00:00.000000,Hydronic & Steam Equipment,play
DE,Manufacturing,2025-02-05 00:00:00.000000,Ratioparts,play
US,Not Found,2025-01-30 00:00:00.000000,CST Corp,play
US,Financial Services,2025-02-14 17:20:45.847822,Heritage South Credit Union,embargo
,Not Found,2025-02-14 00:00:00.000000,Primaveras,akira
IT,Not Found,2025-02-08 08:51:19.000000,www.calspa.it,ransomhub
US,Financial Services,2025-02-14 00:00:00.000000,"Nelson & Townsend, CPA's",akira
US,Construction,2025-02-14 00:00:00.000000,Castle Rock Construction Company,akira
GB,Agriculture and Food Production,2025-02-14 00:00:00.000000,Genus,akira
US,Construction,2025-02-14 00:00:00.000000,Window World of Raleigh,akira
US,Technology,2024-11-26 00:00:00.000000,F.TECH R&D NORTH AMERICA INC.,qilin
US,Not Found,2025-02-14 00:00:00.000000,Go Strictly,akira
US,Public Sector,2025-02-14 00:00:00.000000,Bethany Lutheran Church,qilin
TW,Not Found,2025-02-10 14:45:14.029000,GANRO,lynx
AU,Not Found,2025-02-14 00:00:00.000000,Regency Media,akira
GB,Business Services,2025-02-14 10:03:24.000000,brockbanks.co.uk,ransomhub
,Not Found,2025-02-14 09:38:23.337668,The Agency,rhysida
US,Business Services,2025-01-24 00:00:00.000000,Shields Facilities Maintenance,play
FR,Technology,2025-02-13 21:12:16.238093,ADULLACT,fog
FR,Not Found,2025-02-13 21:11:50.790093,Ayomi,fog
FR,Not Found,2025-02-13 21:11:26.370232,Omydoo,fog
,Not Found,2025-02-13 00:00:00.000000,"Gitlabs: Omydoo, Ayomi, ADULLACT",fog
US,Healthcare,2025-02-13 20:57:22.518184,Aspire Rural Health System,bianlian
IT,Technology,2025-01-15 00:00:00.000000,leonardo.com,threeam
ES,Healthcare,2025-02-13 00:00:00.000000,Mozo Grau (mozo-grau.com),fog
DE,Manufacturing,2025-02-13 00:00:00.000000,CoMo-Industrial Engineering,akira
US,Energy,2025-02-13 12:43:30.000000,enventuregt.com,ransomhub
US,Public Sector,2025-02-13 12:49:17.000000,snoqualmietribe.us,ransomhub
